config_hash,model,task,step,reasoning_steps,split,difficulty,n_seeds,provisional,dev,diverged_k,exact_match_mean,exact_match_std,exact_match_min,exact_match_max,exact_match_values,exact_match_ci95_lo,exact_match_ci95_hi,exact_match_mean_incl_failed,token_acc_mean,params
5474de1f354e,bdh,propagate,32500,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,32500,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,32500,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,35000,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,35000,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,35000,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,37500,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,37500,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,37500,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,2,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,2,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,40000,2,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,2500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8072188819002011,10010880
5474de1f354e,bdh,propagate,2500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8008007886292817,10010880
5474de1f354e,bdh,propagate,2500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8012178711168042,10010880
5474de1f354e,bdh,propagate,5000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.0019960079840319364,0.0014113907808114723,0.0,0.0029940119760479044,"[0.0, 0.0029940119760479044, 0.0029940119760479044]",0.0,0.002994011976047905,0.0019960079840319364,0.798735852682305,10010880
5474de1f354e,bdh,propagate,5000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.011011011011011013,0.007490805579127011,0.003003003003003003,0.021021021021021023,"[0.009009009009009009, 0.003003003003003003, 0.021021021021021023]",0.003003003003003003,0.021021021021021023,0.011011011011011013,0.8038872123152405,10010880
5474de1f354e,bdh,propagate,5000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.003003003003003003,0.0,0.003003003003003003,0.003003003003003003,"[0.003003003003003003, 0.003003003003003003, 0.003003003003003003]",0.003003003003003003,0.003003003003003003,0.003003003003003003,0.7958792040238271,10010880
5474de1f354e,bdh,propagate,7500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.32834331337325345,0.19177783483321267,0.0718562874251497,0.5329341317365269,"[0.0718562874251497, 0.5329341317365269, 0.38023952095808383]",0.0718562874251497,0.5329341317365269,0.32834331337325345,0.9088489713069207,10010880
5474de1f354e,bdh,propagate,7500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.2942942942942943,0.17297922911609212,0.07807807807807808,0.5015015015015015,"[0.07807807807807808, 0.5015015015015015, 0.3033033033033033]",0.07807807807807808,0.5015015015015015,0.2942942942942943,0.9083249964513579,10010880
5474de1f354e,bdh,propagate,7500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.3813813813813814,0.22721179276689385,0.07507507507507508,0.6186186186186187,"[0.07507507507507508, 0.6186186186186187, 0.45045045045045046]",0.07507507507507508,0.6186186186186187,0.3813813813813814,0.9154154180406451,10010880
5474de1f354e,bdh,propagate,10000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9770459081836327,0.01017768365986583,0.9670658682634731,0.9910179640718563,"[0.9730538922155688, 0.9670658682634731, 0.9910179640718563]",0.9670658682634731,0.9910179640718563,0.9770459081836327,0.9980871594713596,10010880
5474de1f354e,bdh,propagate,10000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.963963963963964,0.004246887574693988,0.9579579579579579,0.9669669669669669,"[0.9579579579579579, 0.9669669669669669, 0.9669669669669669]",0.9579579579579579,0.9669669669669668,0.963963963963964,0.9968301641332494,10010880
5474de1f354e,bdh,propagate,10000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.973973973973974,0.011587424327117372,0.9579579579579579,0.984984984984985,"[0.978978978978979, 0.9579579579579579, 0.984984984984985]",0.9579579579579579,0.984984984984985,0.973973973973974,0.9974974978554833,10010880
5474de1f354e,bdh,propagate,12500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9920159680638722,0.0014113907808114572,0.9910179640718563,0.9940119760479041,"[0.9910179640718563, 0.9910179640718563, 0.9940119760479041]",0.9910179640718563,0.9940119760479041,0.9920159680638722,0.9993346641639511,10010880
5474de1f354e,bdh,propagate,12500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.970970970970971,0.012582387477454032,0.9579579579579579,0.987987987987988,"[0.9579579579579579, 0.9669669669669669, 0.987987987987988]",0.9579579579579579,0.9879879879879881,0.970970970970971,0.9974140812446167,10010880
5474de1f354e,bdh,propagate,12500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.983983983983984,0.0028312583831293604,0.9819819819819819,0.987987987987988,"[0.987987987987988, 0.9819819819819819, 0.9819819819819819]",0.9819819819819818,0.9879879879879881,0.983983983983984,0.9986653323168749,10010880
5474de1f354e,bdh,propagate,15000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9930139720558883,0.005088841829932915,0.9880239520958084,1.0,"[0.9910179640718563, 0.9880239520958084, 1.0]",0.9880239520958084,1.0,0.9930139720558883,0.9993346641044655,10010880
5474de1f354e,bdh,propagate,15000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.97997997997998,0.005104123637229987,0.972972972972973,0.984984984984985,"[0.984984984984985, 0.972972972972973, 0.9819819819819819]",0.9729729729729731,0.984984984984985,0.97997997997998,0.9982482486062341,10010880
5474de1f354e,bdh,propagate,15000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9929929929929929,0.002831258383129308,0.990990990990991,0.996996996996997,"[0.990990990990991, 0.990990990990991, 0.996996996996997]",0.990990990990991,0.9969969969969968,0.9929929929929929,0.9994160828886329,10010880
5474de1f354e,bdh,propagate,17500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9970059880239521,0.0024446005416997978,0.9940119760479041,1.0,"[0.9970059880239521, 0.9940119760479041, 1.0]",0.9940119760479041,1.0,0.9970059880239521,0.9997504990614816,10010880
5474de1f354e,bdh,propagate,17500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.993993993993994,0.002451941684467636,0.990990990990991,0.996996996996997,"[0.990990990990991, 0.993993993993994, 0.996996996996997]",0.990990990990991,0.9969969969969968,0.993993993993994,0.9992492493089137,10010880
5474de1f354e,bdh,propagate,17500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9969969969969971,0.004246887574693988,0.990990990990991,1.0,"[0.990990990990991, 1.0, 1.0]",0.990990990990991,1.0,0.9969969969969971,0.9997497498094141,10010880
5474de1f354e,bdh,propagate,20000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9960079840319361,0.0037341890087564385,0.9910179640718563,1.0,"[0.9910179640718563, 1.0, 0.9970059880239521]",0.9910179640718563,1.0,0.9960079840319361,0.9996673320819757,10010880
5474de1f354e,bdh,propagate,20000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9919919919919918,0.007490805579127029,0.9819819819819819,1.0,"[0.993993993993994, 1.0, 0.9819819819819819]",0.9819819819819818,1.0,0.9919919919919918,0.9993326661584375,10010880
5474de1f354e,bdh,propagate,20000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.994994994994995,0.002831258383129308,0.990990990990991,0.996996996996997,"[0.996996996996997, 0.996996996996997, 0.990990990990991]",0.990990990990991,0.9969969969969968,0.994994994994995,0.999332666039109,10010880
5474de1f354e,bdh,propagate,22500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9960079840319361,0.0014113907808115094,0.9940119760479041,0.9970059880239521,"[0.9970059880239521, 0.9970059880239521, 0.9940119760479041]",0.9940119760479041,0.9970059880239521,0.9960079840319361,0.9996673320819757,10010880
5474de1f354e,bdh,propagate,22500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9969969969969971,0.002451941684467636,0.993993993993994,1.0,"[0.996996996996997, 0.993993993993994, 1.0]",0.993993993993994,1.0,0.9969969969969971,0.9997497498094141,10010880
5474de1f354e,bdh,propagate,22500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9979979979979979,0.002831258383129308,0.993993993993994,1.0,"[1.0, 0.993993993993994, 1.0]",0.993993993993994,1.0,0.9979979979979979,0.9998331665396094,10010880
5474de1f354e,bdh,propagate,25000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.999001996007984,0.0014113907808114572,0.9970059880239521,1.0,"[1.0, 1.0, 0.9970059880239521]",0.9970059880239521,1.0,0.999001996007984,0.9999168330204938,10010880
5474de1f354e,bdh,propagate,25000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9979979979979979,0.0014156291915646802,0.996996996996997,1.0,"[0.996996996996997, 0.996996996996997, 1.0]",0.9969969969969968,1.0,0.9979979979979979,0.9998331665396094,10010880
5474de1f354e,bdh,propagate,25000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.9979979979979979,0.0014156291915646802,0.996996996996997,1.0,"[0.996996996996997, 0.996996996996997, 1.0]",0.9969969969969968,1.0,0.9979979979979979,0.9998331665396094,10010880
5474de1f354e,bdh,propagate,27500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,27500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.998998998998999,0.0014156291915646802,0.996996996996997,1.0,"[1.0, 1.0, 0.996996996996997]",0.9969969969969968,1.0,0.998998998998999,0.9999165832698047,10010880
5474de1f354e,bdh,propagate,27500,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,0.998998998998999,0.0014156291915646802,0.996996996996997,1.0,"[1.0, 1.0, 0.996996996996997]",0.9969969969969968,1.0,0.998998998998999,0.9997497497497498,10010880
5474de1f354e,bdh,propagate,30000,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,30000,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,30000,4,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,32500,4,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
5474de1f354e,bdh,propagate,32500,4,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,True,False,0,1.0,0.0,1.0,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,10010880
